,index,Result,FNL,FSP,FSW,SSP,SSW,ACE,DBF,WNR,UFE,BPC,BPW,NPA,NPW,TPW,ST1,ST2,ST3,ST4,ST5
628,123,1,3.0,67,64,33,25,9.0,6.0,,,4.0,19.0,29.0,40.0,165.0,2.0,7.0,3.0,6.0,6.0
629,124,0,0.0,64,41,36,15,6.0,4.0,,,1.0,6.0,24.0,35.0,84.0,4.0,6.0,2.0,,
630,125,0,1.0,68,40,32,16,6.0,2.0,,,3.0,11.0,22.0,36.0,102.0,2.0,6.0,4.0,1.0,
631,0,1,2.0,57,44,43,20,9.0,5.0,36.0,35.0,12.0,7.0,13.0,4.0,,7.0,6.0,6.0,,
632,1,0,0.0,44,12,56,7,1.0,3.0,19.0,23.0,6.0,5.0,20.0,12.0,,4.0,2.0,,,
633,2,1,2.0,63,26,37,9,4.0,1.0,19.0,20.0,11.0,5.0,11.0,6.0,,6.0,6.0,,,
634,3,0,0.0,60,21,40,7,0.0,3.0,14.0,28.0,5.0,2.0,34.0,18.0,,4.0,1.0,,,
635,4,0,0.0,58,14,42,5,3.0,3.0,19.0,18.0,4.0,3.0,10.0,5.0,,2.0,3.0,,,
636,5,0,1.0,60,40,40,18,1.0,4.0,15.0,33.0,6.0,4.0,12.0,7.0,,4.0,7.0,2.0,,
637,6,0,1.0,55,26,45,18,3.0,8.0,41.0,42.0,13.0,7.0,20.0,8.0,,6.0,3.0,4.0,,
638,7,0,1.0,69,37,31,14,3.0,1.0,17.0,20.0,2.0,2.0,24.0,12.0,,3.0,7.0,2.0,,
639,8,0,0.0,75,22,25,8,1.0,1.0,18.0,32.0,10.0,3.0,15.0,10.0,,2.0,6.0,,,
640,9,0,0.0,54,18,46,11,2.0,7.0,20.0,35.0,1.0,1.0,16.0,7.0,,4.0,2.0,,,
641,10,1,2.0,62,26,38,11,6.0,4.0,22.0,13.0,10.0,4.0,13.0,9.0,,6.0,6.0,,,
642,11,0,0.0,66,8,34,3,0.0,4.0,7.0,22.0,3.0,2.0,6.0,3.0,,3.0,0.0,,,
643,12,1,2.0,78,54,22,9,2.0,1.0,45.0,47.0,19.0,7.0,21.0,14.0,,4.0,6.0,7.0,,
644,13,1,2.0,60,41,40,18,7.0,5.0,45.0,51.0,11.0,6.0,32.0,18.0,,4.0,7.0,6.0,,
645,14,0,1.0,62,34,38,21,2.0,2.0,13.0,27.0,11.0,2.0,10.0,7.0,,6.0,4.0,3.0,,
646,15,0,0.0,54,9,46,5,1.0,5.0,3.0,24.0,1.0,0.0,8.0,3.0,,1.0,0.0,,,
647,16,0,1.0,56,44,44,21,9.0,10.0,30.0,44.0,6.0,1.0,18.0,13.0,,7.0,3.0,2.0,,
648,17,0,0.0,58,22,42,8,3.0,6.0,17.0,35.0,5.0,3.0,17.0,9.0,,4.0,3.0,,,
649,18,0,0.0,52,18,48,10,4.0,7.0,20.0,27.0,0.0,0.0,13.0,8.0,,3.0,0.0,,,
650,19,0,0.0,55,21,45,10,4.0,3.0,24.0,35.0,8.0,1.0,24.0,16.0,,5.0,1.0,,,
651,20,0,1.0,73,43,27,10,1.0,3.0,27.0,32.0,17.0,8.0,20.0,12.0,,6.0,5.0,6.0,,
652,21,0,0.0,52,16,48,16,0.0,5.0,7.0,30.0,2.0,1.0,5.0,3.0,,2.0,5.0,,,
653,22,0,0.0,55,14,45,6,0.0,1.0,12.0,34.0,7.0,2.0,17.0,11.0,,1.0,3.0,,,
654,23,1,2.0,66,28,44,7,6.0,1.0,22.0,16.0,8.0,4.0,13.0,10.0,,6.0,6.0,,,
655,24,1,2.0,75,42,25,12,1.0,1.0,13.0,15.0,5.0,3.0,14.0,7.0,,6.0,7.0,,,
656,25,1,2.0,61,36,39,15,6.0,3.0,24.0,20.0,8.0,3.0,15.0,11.0,,6.0,7.0,,,
657,26,0,0.0,75,27,25,6,0.0,4.0,13.0,33.0,3.0,2.0,13.0,8.0,,2.0,4.0,,,
658,27,1,2.0,52,31,48,12,3.0,5.0,20.0,23.0,9.0,6.0,28.0,14.0,,6.0,7.0,,,
659,28,0,0.0,44,17,56,10,1.0,9.0,15.0,29.0,1.0,1.0,7.0,6.0,,0.0,4.0,,,
660,29,1,2.0,58,24,42,11,7.0,0.0,33.0,19.0,7.0,6.0,21.0,13.0,,6.0,6.0,,,
661,30,1,2.0,64,21,36,11,4.0,1.0,16.0,13.0,7.0,5.0,8.0,6.0,,6.0,6.0,,,
662,31,1,2.0,76,22,34,6,0.0,1.0,14.0,11.0,9.0,6.0,9.0,9.0,,6.0,6.0,,,
663,32,0,1.0,47,27,53,27,2.0,7.0,41.0,43.0,14.0,6.0,38.0,26.0,,4.0,6.0,3.0,,
664,33,0,0.0,48,10,52,4,0.0,8.0,10.0,35.0,5.0,3.0,10.0,5.0,,3.0,1.0,,,
665,34,1,2.0,66,52,34,21,7.0,5.0,34.0,57.0,10.0,3.0,13.0,6.0,,6.0,3.0,7.0,,
666,35,1,2.0,64,39,36,12,2.0,4.0,18.0,21.0,6.0,4.0,6.0,5.0,,6.0,6.0,,,
667,36,0,0.0,41,9,59,15,0.0,4.0,2.0,16.0,6.0,1.0,7.0,1.0,,2.0,3.0,,,
668,37,1,2.0,56,28,44,12,4.0,6.0,19.0,19.0,11.0,6.0,15.0,9.0,,6.0,6.0,,,
669,38,1,2.0,46,14,54,18,2.0,2.0,10.0,18.0,12.0,5.0,5.0,5.0,,6.0,6.0,,,
670,39,1,2.0,80,25,20,8,0.0,0.0,12.0,18.0,10.0,6.0,5.0,4.0,,7.0,6.0,,,
671,40,1,2.0,62,26,38,11,0.0,1.0,18.0,12.0,12.0,4.0,15.0,11.0,,6.0,6.0,,,
672,41,1,2.0,54,39,46,19,5.0,3.0,41.0,39.0,13.0,6.0,34.0,22.0,,6.0,4.0,6.0,,
673,42,0,0.0,67,18,33,8,1.0,2.0,4.0,19.0,2.0,1.0,3.0,1.0,,2.0,2.0,,,
674,43,0,0.0,67,10,33,7,0.0,1.0,5.0,15.0,0.0,0.0,10.0,6.0,,1.0,1.0,,,
675,44,0,1.0,52,39,48,26,4.0,6.0,29.0,44.0,14.0,4.0,27.0,17.0,,3.0,6.0,6.0,,
676,45,1,2.0,56,27,44,15,1.0,4.0,23.0,33.0,16.0,6.0,11.0,6.0,,7.0,6.0,,,
677,46,0,0.0,47,14,53,10,2.0,5.0,18.0,37.0,2.0,2.0,9.0,7.0,,3.0,4.0,,,
678,47,1,2.0,59,28,41,17,8.0,2.0,23.0,21.0,2.0,1.0,5.0,4.0,,6.0,7.0,,,
679,48,0,0.0,52,13,48,10,3.0,2.0,3.0,2.0,0.0,0.0,,,,4.0,0.0,,,
680,49,1,2.0,73,47,27,11,3.0,4.0,29.0,29.0,11.0,5.0,16.0,13.0,,6.0,3.0,6.0,,
681,50,1,2.0,69,28,31,12,2.0,3.0,11.0,11.0,14.0,6.0,1.0,1.0,,6.0,7.0,,,
682,51,0,0.0,67,17,33,4,3.0,4.0,15.0,27.0,3.0,0.0,4.0,2.0,,0.0,0.0,,,
683,52,0,0.0,47,8,53,4,1.0,6.0,13.0,38.0,2.0,0.0,5.0,4.0,,0.0,0.0,,,
684,53,1,2.0,63,49,37,19,0.0,7.0,23.0,35.0,13.0,6.0,20.0,10.0,,5.0,6.0,6.0,,
685,54,1,2.0,62,17,48,11,2.0,2.0,16.0,17.0,9.0,7.0,7.0,4.0,,6.0,6.0,,,
686,55,0,0.0,53,32,47,11,3.0,4.0,19.0,33.0,5.0,0.0,15.0,12.0,,4.0,3.0,,,
687,56,0,1.0,63,38,37,18,2.0,2.0,25.0,55.0,10.0,3.0,17.0,10.0,,7.0,2.0,6.0,,
688,57,1,2.0,63,26,37,12,5.0,1.0,15.0,23.0,11.0,4.0,5.0,4.0,,6.0,7.0,,,
689,58,1,2.0,60,31,40,15,2.0,5.0,21.0,23.0,9.0,4.0,7.0,6.0,,6.0,6.0,,,
690,59,1,2.0,54,18,46,16,3.0,0.0,35.0,30.0,14.0,5.0,27.0,18.0,,6.0,6.0,,,
691,60,1,2.0,53,19,47,18,0.0,4.0,8.0,20.0,7.0,4.0,6.0,5.0,,6.0,6.0,,,
692,61,0,1.0,54,29,46,16,1.0,8.0,23.0,60.0,8.0,5.0,15.0,12.0,,6.0,4.0,2.0,,
693,62,0,0.0,46,15,54,7,1.0,6.0,16.0,19.0,8.0,1.0,16.0,13.0,,1.0,2.0,,,
694,63,1,2.0,72,26,28,6,3.0,0.0,21.0,13.0,8.0,5.0,,62.0,,6.0,6.0,,,
695,64,1,2.0,51,13,49,12,1.0,0.0,13.0,8.0,9.0,6.0,8.0,6.0,,6.0,6.0,,,
696,65,0,0.0,68,22,42,6,3.0,4.0,11.0,17.0,0.0,0.0,6.0,3.0,,2.0,2.0,,,
697,66,0,1.0,65,43,35,18,1.0,2.0,15.0,37.0,15.0,4.0,18.0,10.0,,6.0,3.0,6.0,,
698,67,1,2.0,64,28,36,14,1.0,2.0,8.0,21.0,3.0,2.0,15.0,9.0,,6.0,6.0,,,
699,68,1,2.0,57,27,43,7,6.0,8.0,33.0,30.0,14.0,7.0,19.0,10.0,,7.0,6.0,,,
700,69,1,2.0,61,27,39,13,3.0,3.0,28.0,32.0,7.0,4.0,25.0,20.0,,6.0,6.0,,,
701,70,0,0.0,54,21,46,14,1.0,5.0,11.0,29.0,7.0,3.0,12.0,6.0,,2.0,6.0,,,
702,71,1,2.0,59,32,41,10,2.0,5.0,24.0,35.0,13.0,6.0,8.0,5.0,,6.0,7.0,,,
703,72,0,1.0,53,48,47,21,6.0,4.0,35.0,51.0,7.0,2.0,23.0,16.0,,6.0,4.0,5.0,,
704,73,0,0.0,49,17,51,4,3.0,7.0,20.0,31.0,0.0,0.0,6.0,4.0,,1.0,1.0,,,
705,74,0,0.0,63,12,37,3,0.0,4.0,6.0,26.0,2.0,0.0,4.0,0.0,,0.0,0.0,,,
706,75,1,2.0,51,29,49,15,8.0,1.0,49.0,41.0,25.0,7.0,30.0,19.0,,6.0,1.0,6.0,,
707,0,0,0.0,59,29,41,14,5.0,1.0,26.0,18.0,5.0,1.0,28.0,19.0,,4.0,3.0,2.0,,
708,1,0,1.0,62,77,38,35,18.0,4.0,60.0,28.0,13.0,1.0,27.0,19.0,,7.0,4.0,6.0,6.0,
709,2,1,3.0,72,44,28,10,17.0,3.0,41.0,18.0,8.0,5.0,26.0,17.0,,6.0,6.0,6.0,,
710,3,1,3.0,77,40,23,12,6.0,0.0,25.0,11.0,14.0,5.0,14.0,11.0,,6.0,6.0,6.0,,
711,4,0,0.0,68,61,32,15,7.0,2.0,32.0,29.0,2.0,0.0,29.0,20.0,,4.0,5.0,5.0,,
712,5,0,0.0,59,41,41,27,7.0,6.0,22.0,28.0,6.0,1.0,11.0,6.0,,3.0,2.0,6.0,,
713,6,1,3.0,63,56,37,21,21.0,3.0,56.0,32.0,16.0,4.0,21.0,15.0,,6.0,6.0,3.0,6.0,
714,7,0,0.0,61,47,39,21,3.0,1.0,28.0,16.0,4.0,0.0,33.0,24.0,,3.0,4.0,6.0,,
715,8,0,0.0,61,31,39,16,4.0,5.0,20.0,18.0,1.0,1.0,14.0,9.0,,3.0,4.0,4.0,,
716,9,1,3.0,67,56,33,21,22.0,6.0,61.0,29.0,8.0,3.0,47.0,35.0,,7.0,6.0,6.0,,
717,10,0,1.0,64,66,36,18,13.0,2.0,55.0,40.0,3.0,1.0,22.0,15.0,,5.0,4.0,7.0,2.0,
718,11,1,3.0,78,46,22,9,6.0,2.0,19.0,20.0,14.0,6.0,9.0,7.0,,6.0,6.0,6.0,,
719,12,0,1.0,69,60,31,14,3.0,2.0,33.0,33.0,7.0,2.0,34.0,25.0,,4.0,7.0,4.0,2.0,
720,13,1,3.0,63,58,37,21,20.0,7.0,64.0,29.0,11.0,6.0,25.0,18.0,,6.0,6.0,6.0,6.0,
721,14,0,0.0,66,48,34,21,5.0,5.0,42.0,30.0,11.0,2.0,49.0,29.0,,6.0,4.0,5.0,,
722,15,1,3.0,68,54,32,15,18.0,2.0,47.0,13.0,6.0,3.0,48.0,32.0,,7.0,6.0,6.0,,
723,16,0,0.0,85,26,15,3,3.0,1.0,14.0,13.0,0.0,0.0,22.0,8.0,,3.0,2.0,0.0,,
724,17,0,0.0,54,27,46,17,1.0,3.0,17.0,22.0,2.0,0.0,21.0,11.0,,4.0,0.0,4.0,,
725,18,1,3.0,68,102,32,27,22.0,10.0,55.0,44.0,19.0,4.0,34.0,22.0,,6.0,4.0,7.0,6.0,6.0
726,19,0,1.0,66,52,34,21,3.0,2.0,49.0,33.0,12.0,4.0,37.0,24.0,,7.0,5.0,3.0,2.0,
727,20,0,0.0,71,39,29,10,4.0,3.0,17.0,12.0,4.0,0.0,11.0,9.0,,2.0,2.0,4.0,,
728,21,1,3.0,66,37,34,17,8.0,1.0,35.0,19.0,12.0,5.0,43.0,33.0,,6.0,6.0,6.0,,
729,22,0,1.0,53,43,47,22,6.0,3.0,29.0,36.0,12.0,4.0,31.0,17.0,,1.0,6.0,4.0,3.0,
730,23,1,3.0,55,43,45,29,11.0,4.0,36.0,14.0,10.0,2.0,21.0,18.0,,6.0,7.0,7.0,,
731,24,1,3.0,57,37,43,26,5.0,1.0,32.0,11.0,15.0,6.0,31.0,20.0,,6.0,7.0,6.0,,
732,25,1,3.0,75,47,25,12,9.0,2.0,46.0,21.0,7.0,4.0,41.0,29.0,,6.0,6.0,6.0,,
733,26,0,0.0,60,32,40,12,1.0,3.0,15.0,20.0,0.0,0.0,15.0,11.0,,1.0,2.0,3.0,,
734,27,1,3.0,75,55,25,19,22.0,1.0,40.0,20.0,4.0,2.0,24.0,16.0,,6.0,7.0,7.0,,
735,28,0,1.0,59,43,41,25,2.0,5.0,26.0,21.0,2.0,2.0,25.0,14.0,,4.0,6.0,3.0,1.0,
736,29,1,3.0,68,50,32,13,5.0,4.0,37.0,30.0,15.0,7.0,24.0,18.0,,6.0,7.0,7.0,,
737,30,1,3.0,60,34,40,16,11.0,6.0,43.0,18.0,11.0,7.0,37.0,28.0,,6.0,7.0,6.0,,
738,31,0,0.0,67,52,33,21,6.0,3.0,32.0,24.0,7.0,2.0,36.0,28.0,,6.0,6.0,4.0,,
739,32,0,0.0,58,30,42,8,7.0,4.0,29.0,23.0,6.0,1.0,16.0,9.0,,2.0,5.0,1.0,,
740,33,0,2.0,65,58,35,26,15.0,3.0,50.0,33.0,19.0,4.0,30.0,22.0,,4.0,2.0,6.0,6.0,3.0
741,34,1,3.0,68,67,32,20,18.0,5.0,68.0,33.0,10.0,6.0,44.0,31.0,,6.0,6.0,6.0,6.0,
742,35,1,3.0,73,43,27,10,15.0,2.0,26.0,9.0,11.0,5.0,16.0,12.0,,6.0,6.0,6.0,,
743,36,0,2.0,62,78,38,32,17.0,2.0,60.0,40.0,7.0,3.0,23.0,14.0,,6.0,6.0,7.0,6.0,3.0
744,37,1,3.0,62,43,38,21,17.0,4.0,43.0,15.0,6.0,3.0,47.0,32.0,,7.0,6.0,6.0,,
745,38,1,3.0,63,47,37,20,13.0,4.0,41.0,33.0,7.0,4.0,24.0,16.0,,6.0,6.0,6.0,,
746,39,1,3.0,67,37,33,19,1.0,2.0,32.0,14.0,11.0,6.0,26.0,17.0,,6.0,6.0,6.0,,
747,40,1,3.0,65,84,35,25,20.0,8.0,69.0,30.0,12.0,2.0,54.0,36.0,,4.0,6.0,7.0,6.0,2.0
748,41,0,2.0,58,63,42,20,19.0,5.0,53.0,44.0,17.0,4.0,47.0,32.0,,4.0,2.0,6.0,6.0,1.0
749,42,0,0.0,61,39,39,11,8.0,1.0,39.0,18.0,6.0,0.0,17.0,12.0,,3.0,4.0,4.0,,
750,43,1,3.0,71,45,29,13,19.0,5.0,54.0,18.0,12.0,4.0,27.0,17.0,,6.0,6.0,6.0,,
751,44,0,0.0,43,22,57,26,0.0,6.0,14.0,20.0,2.0,1.0,22.0,12.0,,1.0,6.0,2.0,,
752,45,0,2.0,61,66,39,37,17.0,6.0,66.0,55.0,9.0,2.0,46.0,28.0,,6.0,6.0,7.0,1.0,3.0
753,46,1,3.0,75,63,25,16,6.0,1.0,31.0,25.0,10.0,4.0,20.0,15.0,,6.0,6.0,7.0,,
754,47,1,3.0,68,57,32,15,7.0,6.0,31.0,22.0,12.0,6.0,30.0,26.0,,6.0,4.0,7.0,6.0,
755,48,0,0.0,64,38,36,18,5.0,6.0,28.0,24.0,3.0,0.0,24.0,11.0,,3.0,4.0,4.0,,
756,49,1,3.0,65,90,35,38,19.0,3.0,59.0,41.0,8.0,3.0,46.0,30.0,,7.0,6.0,6.0,6.0,6.0
757,50,0,0.0,65,31,35,11,3.0,0.0,19.0,26.0,4.0,1.0,26.0,14.0,,3.0,6.0,0.0,,
758,51,1,3.0,72,39,28,14,28.0,2.0,68.0,19.0,10.0,5.0,16.0,9.0,,6.0,6.0,6.0,,
759,52,1,3.0,78,86,22,20,11.0,2.0,45.0,30.0,8.0,2.0,21.0,10.0,,7.0,7.0,3.0,2.0,6.0
760,53,1,3.0,52,30,48,20,7.0,1.0,31.0,7.0,17.0,6.0,31.0,22.0,,6.0,6.0,6.0,,
761,54,0,0.0,56,43,44,18,8.0,6.0,35.0,29.0,2.0,2.0,26.0,16.0,,6.0,5.0,1.0,,
762,55,1,3.0,65,65,35,22,8.0,1.0,60.0,28.0,16.0,5.0,46.0,31.0,,6.0,6.0,7.0,6.0,
763,56,0,0.0,56,37,44,24,5.0,4.0,29.0,13.0,4.0,0.0,22.0,14.0,,3.0,5.0,5.0,,
764,57,0,2.0,70,73,30,28,6.0,2.0,52.0,60.0,12.0,8.0,35.0,21.0,,6.0,6.0,2.0,6.0,5.0
765,58,0,1.0,52,73,48,36,19.0,10.0,67.0,38.0,8.0,1.0,35.0,23.0,,6.0,5.0,7.0,4.0,
766,59,0,0.0,60,49,40,27,5.0,6.0,40.0,26.0,0.0,0.0,56.0,36.0,,2.0,4.0,6.0,,
767,60,0,1.0,65,70,35,30,18.0,2.0,43.0,17.0,3.0,1.0,49.0,26.0,,6.0,6.0,5.0,2.0,
768,61,0,0.0,58,40,42,12,7.0,1.0,16.0,19.0,9.0,0.0,5.0,3.0,,4.0,1.0,3.0,,
769,62,1,3.0,62,68,38,38,22.0,1.0,52.0,32.0,16.0,3.0,45.0,26.0,,1.0,7.0,6.0,6.0,6.0
770,63,1,3.0,63,41,37,26,5.0,,40.0,20.0,11.0,3.0,26.0,20.0,,6.0,7.0,6.0,,
771,64,0,0.0,66,49,34,13,1.0,5.0,29.0,27.0,3.0,0.0,39.0,25.0,,3.0,3.0,5.0,,
772,65,1,3.0,63,52,37,28,9.0,3.0,38.0,9.0,5.0,2.0,15.0,10.0,,7.0,6.0,7.0,,
773,66,0,2.0,63,83,37,25,26.0,2.0,66.0,27.0,7.0,2.0,61.0,39.0,,2.0,7.0,6.0,6.0,4.0
774,67,1,3.0,63,43,37,16,15.0,4.0,30.0,17.0,12.0,4.0,22.0,16.0,,6.0,6.0,6.0,,
775,68,1,3.0,68,54,32,24,7.0,0.0,53.0,10.0,14.0,5.0,19.0,15.0,,5.0,6.0,6.0,6.0,
776,69,1,3.0,55,48,45,27,15.0,4.0,53.0,16.0,9.0,2.0,25.0,15.0,,7.0,7.0,6.0,,
777,70,0,1.0,68,40,32,13,9.0,5.0,19.0,14.0,10.0,2.0,38.0,22.0,,6.0,3.0,3.0,,
778,71,1,3.0,66,83,34,36,17.0,2.0,72.0,17.0,7.0,2.0,96.0,61.0,,6.0,7.0,7.0,7.0,
779,72,1,3.0,64,60,36,33,12.0,1.0,56.0,28.0,12.0,2.0,71.0,49.0,,3.0,7.0,7.0,6.0,
780,73,1,3.0,69,71,31,20,21.0,4.0,55.0,17.0,10.0,5.0,29.0,24.0,,7.0,6.0,6.0,6.0,
781,74,1,3.0,64,71,36,25,21.0,5.0,74.0,22.0,6.0,5.0,87.0,48.0,,6.0,6.0,6.0,6.0,
782,75,0,0.0,61,42,39,23,4.0,4.0,29.0,27.0,4.0,0.0,30.0,20.0,,4.0,5.0,4.0,,
783,76,0,0.0,61,41,39,16,13.0,7.0,38.0,29.0,3.0,1.0,41.0,26.0,,2.0,6.0,3.0,,
784,77,0,2.0,68,92,32,33,21.0,5.0,56.0,31.0,17.0,2.0,40.0,31.0,,6.0,6.0,6.0,4.0,8.0
785,78,1,3.0,67,51,33,19,2.0,5.0,29.0,20.0,12.0,5.0,15.0,9.0,,7.0,6.0,6.0,,
786,79,0,0.0,57,39,43,24,3.0,5.0,26.0,22.0,7.0,2.0,40.0,26.0,,1.0,6.0,5.0,,
787,80,0,0.0,68,57,32,17,22.0,4.0,48.0,24.0,4.0,0.0,22.0,14.0,,5.0,4.0,6.0,,
788,81,0,0.0,75,53,25,11,19.0,1.0,33.0,10.0,1.0,1.0,20.0,13.0,,6.0,4.0,2.0,,
789,82,1,3.0,69,49,31,18,15.0,2.0,33.0,10.0,6.0,3.0,27.0,18.0,,6.0,7.0,6.0,,
790,83,0,0.0,59,37,41,16,11.0,4.0,38.0,21.0,5.0,2.0,24.0,18.0,,3.0,4.0,5.0,,
791,84,1,3.0,57,47,43,23,11.0,5.0,54.0,21.0,18.0,9.0,28.0,22.0,,6.0,6.0,6.0,6.0,
792,85,1,2.0,55,36,45,17,7.0,3.0,20.0,15.0,2.0,1.0,10.0,6.0,,2.0,7.0,2.0,,
793,86,1,3.0,59,39,41,22,12.0,0.0,41.0,12.0,18.0,4.0,20.0,14.0,,7.0,6.0,6.0,,
794,87,0,0.0,67,47,33,12,6.0,1.0,34.0,25.0,3.0,1.0,29.0,21.0,,2.0,4.0,5.0,,
795,88,1,3.0,67,51,33,19,9.0,0.0,47.0,16.0,7.0,6.0,39.0,25.0,,6.0,2.0,7.0,6.0,
796,89,0,0.0,72,58,28,8,18.0,3.0,32.0,18.0,1.0,1.0,19.0,9.0,,6.0,3.0,4.0,,
797,90,1,3.0,65,44,35,20,16.0,2.0,40.0,10.0,12.0,4.0,28.0,14.0,,6.0,6.0,7.0,,
798,91,0,0.0,67,53,33,11,14.0,5.0,44.0,27.0,0.0,0.0,21.0,13.0,,5.0,6.0,0.0,,
799,92,0,2.0,69,63,31,23,3.0,6.0,44.0,45.0,11.0,3.0,30.0,23.0,,6.0,2.0,7.0,1.0,4.0
800,93,0,0.0,62,12,38,4,3.0,0.0,8.0,10.0,0.0,0.0,14.0,4.0,,0.0,1.0,0.0,,
801,94,1,3.0,70,76,30,22,6.0,8.0,34.0,39.0,24.0,7.0,50.0,34.0,,6.0,7.0,2.0,6.0,6.0
802,95,0,1.0,60,53,40,25,19.0,3.0,45.0,12.0,14.0,3.0,29.0,16.0,,6.0,3.0,4.0,5.0,
803,96,0,1.0,69,83,31,27,15.0,3.0,73.0,25.0,8.0,1.0,64.0,51.0,,6.0,7.0,5.0,6.0,
804,97,0,1.0,54,48,46,30,14.0,3.0,42.0,25.0,10.0,2.0,38.0,24.0,,6.0,2.0,5.0,4.0,
805,98,1,3.0,74,40,26,12,8.0,1.0,38.0,3.0,16.0,5.0,21.0,18.0,,6.0,6.0,6.0,,
806,99,0,0.0,61,36,39,16,1.0,1.0,33.0,20.0,5.0,2.0,55.0,39.0,,4.0,6.0,1.0,,
807,100,1,3.0,64,42,36,18,9.0,4.0,42.0,13.0,14.0,4.0,21.0,13.0,,6.0,6.0,6.0,,
808,101,1,3.0,57,68,43,36,16.0,8.0,54.0,26.0,9.0,3.0,42.0,28.0,,3.0,7.0,6.0,4.0,6.0
809,102,1,3.0,67,72,33,25,26.0,7.0,62.0,34.0,16.0,3.0,87.0,56.0,,4.0,6.0,3.0,6.0,6.0
810,103,0,0.0,59,47,41,18,5.0,4.0,36.0,20.0,2.0,0.0,27.0,21.0,,4.0,6.0,3.0,,
811,104,1,3.0,66,62,34,29,7.0,3.0,53.0,25.0,15.0,5.0,46.0,31.0,,6.0,7.0,6.0,6.0,
812,105,0,1.0,71,82,29,22,19.0,2.0,43.0,31.0,7.0,1.0,24.0,12.0,,6.0,7.0,4.0,4.0,
813,106,1,3.0,65,44,35,17,13.0,3.0,40.0,16.0,13.0,6.0,22.0,15.0,,6.0,6.0,7.0,,
814,107,0,2.0,59,63,41,29,11.0,9.0,45.0,45.0,7.0,3.0,45.0,26.0,,6.0,6.0,1.0,4.0,5.0
815,108,0,0.0,57,44,43,20,9.0,3.0,32.0,11.0,6.0,0.0,54.0,30.0,,5.0,4.0,4.0,,
816,109,0,0.0,68,45,32,17,8.0,2.0,41.0,22.0,2.0,0.0,31.0,25.0,,2.0,4.0,6.0,,
817,110,1,3.0,61,42,39,21,16.0,1.0,36.0,13.0,10.0,4.0,17.0,11.0,,7.0,6.0,6.0,,
818,111,0,1.0,55,54,45,27,9.0,11.0,43.0,43.0,7.0,1.0,51.0,32.0,,7.0,4.0,4.0,3.0,
819,112,1,3.0,69,102,31,21,22.0,2.0,80.0,48.0,15.0,3.0,56.0,42.0,,7.0,4.0,7.0,6.0,6.0
820,113,0,0.0,65,40,35,15,4.0,4.0,31.0,40.0,13.0,4.0,52.0,30.0,,4.0,5.0,4.0,,
821,0,0,0.0,60,21,40,8,2.0,4.0,19.0,18.0,7.0,2.0,3.0,3.0,,1.0,2.0,,,
822,1,0,0.0,69,23,31,6,0.0,0.0,12.0,10.0,1.0,1.0,14.0,10.0,,4.0,1.0,,,
823,2,1,2.0,63,17,37,10,1.0,1.0,23.0,13.0,14.0,6.0,13.0,8.0,,6.0,6.0,,,
824,3,1,2.0,57,36,43,21,4.0,4.0,35.0,30.0,14.0,4.0,22.0,17.0,,4.0,6.0,6.0,,
825,4,0,0.0,73,34,27,12,2.0,2.0,24.0,28.0,4.0,1.0,12.0,7.0,,5.0,4.0,,,
826,5,0,1.0,59,38,41,22,6.0,4.0,35.0,42.0,14.0,2.0,12.0,6.0,,6.0,1.0,7.0,,
827,6,0,1.0,69,40,31,13,1.0,3.0,31.0,37.0,6.0,4.0,17.0,10.0,,6.0,2.0,4.0,,
828,7,1,2.0,68,31,32,12,2.0,1.0,23.0,13.0,5.0,3.0,12.0,11.0,,6.0,7.0,,,
829,8,0,0.0,78,21,22,9,1.0,2.0,17.0,15.0,1.0,1.0,15.0,9.0,,6.0,0.0,,,
830,9,1,2.0,61,44,39,24,3.0,2.0,29.0,25.0,5.0,3.0,20.0,17.0,,5.0,7.0,6.0,,
831,10,0,0.0,73,19,27,6,1.0,0.0,7.0,10.0,8.0,0.0,4.0,2.0,,1.0,4.0,,,
832,11,1,2.0,68,27,32,14,,1.0,23.0,19.0,10.0,6.0,24.0,18.0,,6.0,6.0,,,
833,12,0,0.0,63,20,37,9,2.0,4.0,14.0,19.0,0.0,0.0,7.0,5.0,,3.0,3.0,,,
834,13,1,2.0,67,28,33,9,3.0,4.0,23.0,16.0,9.0,4.0,18.0,13.0,,6.0,6.0,,,
835,14,0,0.0,57,31,43,11,3.0,5.0,9.0,34.0,2.0,2.0,13.0,6.0,,4.0,3.0,,,
836,15,1,2.0,67,40,33,17,2.0,5.0,32.0,31.0,15.0,5.0,24.0,15.0,,6.0,5.0,6.0,,
837,16,0,0.0,52,29,48,17,6.0,7.0,18.0,20.0,1.0,0.0,15.0,11.0,,6.0,3.0,,,
838,17,1,2.0,68,46,32,15,1.0,5.0,16.0,42.0,6.0,5.0,14.0,8.0,,7.0,1.0,6.0,,
839,18,0,0.0,65,23,35,8,2.0,2.0,16.0,16.0,3.0,0.0,8.0,4.0,,3.0,4.0,,,
840,19,1,2.0,63,24,37,11,2.0,1.0,19.0,9.0,5.0,4.0,5.0,2.0,,6.0,6.0,,,
841,20,0,0.0,51,29,49,19,1.0,3.0,13.0,32.0,10.0,4.0,18.0,16.0,,5.0,6.0,,,
