,Player1,Player2,Round,Result,FNL.1,FNL.2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
25,Martin Alund,Edouard Roger-Vasselin,1,0,1.0,3.0,57,31,43,17,1.0,2.0,24.0,41.0,2.0,7.0,11.0,22.0,83.0,2.0,6.0,1.0,0.0,,63,45,37,22,6.0,1.0,33.0,34.0,8.0,19.0,16.0,21.0,111.0,6.0,4.0,6.0,6.0,
26,Blaz Kavcic,James Duckworth,1,1,3.0,0.0,63,33,37,17,1.0,0.0,25.0,8.0,7.0,12.0,11.0,20.0,89.0,6.0,6.0,6.0,,,46,19,54,11,3.0,4.0,13.0,27.0,1.0,5.0,7.0,22.0,50.0,2.0,2.0,2.0,,
27,Andreas Seppi,Leonardo Mayer,1,1,3.0,2.0,67,73,33,32,8.0,3.0,50.0,69.0,9.0,14.0,18.0,27.0,171.0,6.0,6.0,6.0,6.0,6.0,64,68,36,28,11.0,8.0,48.0,69.0,6.0,10.0,19.0,37.0,154.0,7.0,4.0,3.0,7.0,4.0
28,Jurgen Zopp,Tommy Robredo,1,0,0.0,3.0,68,35,32,9,3.0,0.0,24.0,27.0,0.0,0.0,14.0,27.0,58.0,3.0,2.0,1.0,,,65,37,35,12,6.0,3.0,32.0,7.0,6.0,15.0,8.0,10.0,95.0,6.0,6.0,6.0,,
29,Igor Sijsling,Jurgen Melzer,1,1,3.0,0.0,64,41,36,18,16.0,3.0,31.0,16.0,6.0,11.0,3.0,8.0,94.0,6.0,6.0,6.0,,,72,37,28,6,5.0,6.0,24.0,22.0,2.0,5.0,8.0,10.0,71.0,4.0,3.0,2.0,,
30,Ernests Gulbis,Rogerio Dutra Silva,1,1,3.0,0.0,53,36,47,23,7.0,2.0,40.0,26.0,6.0,9.0,16.0,24.0,97.0,6.0,7.0,6.0,,,65,31,35,13,1.0,2.0,17.0,32.0,3.0,6.0,15.0,23.0,74.0,1.0,6.0,3.0,,
31,Tomas Berdych,Gael Monfils,1,0,2.0,3.0,66,91,34,33,11.0,2.0,72.0,57.0,1.0,5.0,35.0,50.0,174.0,6.0,4.0,7.0,7.0,5.0,72,104,28,27,26.0,3.0,66.0,44.0,3.0,8.0,15.0,21.0,189.0,7.0,6.0,6.0,6.0,7.0
32,Sergiy Stakhovsky,Richard Gasquet,1,0,0.0,3.0,55,22,45,17,1.0,1.0,16.0,30.0,1.0,4.0,12.0,27.0,57.0,1.0,4.0,3.0,,,67,36,33,16,3.0,1.0,26.0,13.0,6.0,10.0,21.0,27.0,88.0,6.0,6.0,6.0,,
33,Michal Przysiezny,Rhyne Williams,1,1,3.0,1.0,67,75,33,27,13.0,4.0,57.0,31.0,4.0,12.0,29.0,41.0,151.0,6.0,6.0,7.0,7.0,,67,66,33,21,19.0,2.0,45.0,33.0,1.0,10.0,6.0,16.0,134.0,3.0,7.0,5.0,5.0,
34,Florent Serra,Nikolay Davydenko,1,0,0.0,3.0,64,35,36,13,1.0,1.0,17.0,25.0,2.0,3.0,2.0,3.0,75.0,3.0,4.0,5.0,,,67,50,33,16,3.0,3.0,28.0,27.0,5.0,7.0,5.0,5.0,96.0,6.0,6.0,7.0,,
35,Florian Mayer,Denis Istomin,1,0,1.0,2.0,59,40,41,15,6.0,3.0,22.0,24.0,4.0,7.0,10.0,14.0,87.0,6.0,3.0,5.0,,,69,44,31,13,7.0,3.0,53.0,31.0,5.0,11.0,17.0,26.0,101.0,4.0,6.0,7.0,,
36,Albert Ramos,Jerzy Janowicz,1,0,0.0,3.0,61,41,39,25,5.0,1.0,22.0,17.0,1.0,6.0,10.0,18.0,94.0,6.0,5.0,3.0,,,63,49,37,26,17.0,3.0,65.0,46.0,3.0,7.0,19.0,22.0,113.0,7.0,7.0,6.0,,
37,Kenny De Schepper,Robin Haase,1,0,1.0,3.0,64,61,36,21,7.0,11.0,56.0,60.0,3.0,6.0,31.0,49.0,125.0,4.0,6.0,6.0,3.0,,65,59,35,25,8.0,6.0,35.0,31.0,3.0,8.0,17.0,23.0,131.0,6.0,7.0,2.0,6.0,
38,Vasek Pospisil,Horacio Zeballos,1,0,2.0,2.0,56,67,44,34,21.0,7.0,58.0,53.0,1.0,4.0,21.0,30.0,141.0,6.0,4.0,7.0,4.0,,68,71,32,18,10.0,4.0,44.0,42.0,1.0,10.0,15.0,22.0,135.0,7.0,6.0,6.0,1.0,
39,Stanislas Wawrinka,Thiemo De Bakker,1,1,3.0,1.0,69,74,31,24,9.0,3.0,55.0,50.0,4.0,15.0,35.0,56.0,146.0,7.0,6.0,6.0,7.0,,69,70,31,25,7.0,2.0,38.0,30.0,1.0,4.0,20.0,33.0,135.0,5.0,3.0,7.0,5.0,
40,Jesse Levine,Kei Nishikori,1,0,0.0,3.0,52,16,48,9,1.0,5.0,9.0,33.0,1.0,3.0,4.0,8.0,49.0,3.0,2.0,0.0,,,51,27,49,19,2.0,4.0,26.0,25.0,8.0,11.0,7.0,7.0,86.0,6.0,6.0,6.0,,
41,Grega Zemlja,Santiago Giraldo,1,1,3.0,0.0,52,32,48,21,12.0,2.0,43.0,24.0,6.0,13.0,6.0,7.0,92.0,6.0,6.0,6.0,,,64,30,36,12,4.0,0.0,19.0,26.0,0.0,3.0,1.0,2.0,62.0,1.0,4.0,1.0,,
42,Lukasz Kubot,Maxime Teixeira,1,1,2.0,1.0,64,30,36,12,4.0,5.0,25.0,45.0,6.0,16.0,16.0,36.0,90.0,6.0,5.0,3.0,,,64,37,36,12,4.0,5.0,26.0,42.0,5.0,8.0,11.0,18.0,85.0,4.0,7.0,1.0,,
43,Benoit Paire,Marcos Baghdatis,1,1,2.0,1.0,46,40,54,29,6.0,2.0,39.0,46.0,2.0,3.0,21.0,28.0,101.0,3.0,7.0,4.0,,,53,34,47,25,2.0,7.0,17.0,24.0,2.0,14.0,13.0,25.0,104.0,6.0,6.0,3.0,,
44,Andreas Beck,Fabio Fognini,1,0,0.0,3.0,55,37,45,25,4.0,4.0,34.0,39.0,1.0,13.0,15.0,23.0,106.0,3.0,5.0,3.0,,,64,50,36,27,10.0,5.0,39.0,22.0,5.0,13.0,9.0,11.0,125.0,6.0,7.0,6.0,,
45,Pere Riba,Lukas Rosol,1,0,0.0,3.0,60,38,40,14,3.0,0.0,12.0,16.0,1.0,5.0,0.0,6.0,82.0,3.0,4.0,4.0,,,62,41,38,23,7.0,4.0,62.0,50.0,4.0,7.0,9.0,12.0,97.0,6.0,6.0,6.0,,
46,Martin Klizan,Michael Russell,1,1,2.0,1.0,49,29,51,22,7.0,4.0,32.0,37.0,6.0,11.0,13.0,19.0,92.0,3.0,6.0,6.0,,,69,35,31,9,3.0,4.0,22.0,32.0,3.0,12.0,10.0,19.0,81.0,6.0,3.0,1.0,,
47,Rafael Nadal,Daniel Brands,1,1,3.0,1.0,84,74,16,12,2.0,4.0,40.0,26.0,3.0,8.0,19.0,25.0,140.0,4.0,7.0,6.0,6.0,,74,66,26,22,10.0,1.0,51.0,53.0,1.0,4.0,25.0,40.0,115.0,6.0,6.0,4.0,3.0,
48,Fernando Verdasco,Marc Gicquel,1,1,3.0,0.0,64,37,36,11,4.0,5.0,25.0,22.0,7.0,13.0,7.0,12.0,89.0,6.0,6.0,6.0,,,53,23,47,13,1.0,3.0,11.0,25.0,1.0,3.0,5.0,8.0,58.0,2.0,3.0,1.0,,
49,Federico Delbonis,Julian Reister,1,1,3.0,1.0,55,52,45,27,8.0,8.0,53.0,41.0,7.0,10.0,13.0,23.0,122.0,6.0,6.0,6.0,6.0,,72,47,28,15,2.0,1.0,23.0,35.0,1.0,8.0,9.0,15.0,97.0,7.0,1.0,0.0,4.0,
50,Mikhail Youzhny,Pablo Andujar,1,1,3.0,1.0,65,70,35,20,11.0,5.0,71.0,52.0,6.0,20.0,26.0,37.0,153.0,4.0,6.0,6.0,6.0,,56,49,44,27,2.0,4.0,28.0,39.0,3.0,12.0,11.0,24.0,127.0,6.0,4.0,2.0,3.0,
51,Carlos Berlocq,John Isner,1,0,0.0,3.0,73,45,27,10,3.0,3.0,27.0,11.0,1.0,5.0,11.0,18.0,83.0,3.0,4.0,4.0,,,63,45,37,16,14.0,1.0,52.0,29.0,4.0,9.0,16.0,27.0,97.0,6.0,6.0,6.0,,
52,Andrey Kuznetsov,Ryan Harrison,1,0,0.0,3.0,71,48,29,11,4.0,4.0,35.0,31.0,2.0,10.0,17.0,25.0,94.0,3.0,4.0,6.0,,,56,46,44,26,6.0,2.0,29.0,20.0,4.0,8.0,12.0,18.0,111.0,6.0,6.0,7.0,,
53,Jack Sock,Guillermo Garcia-Lopez,1,1,3.0,0.0,56,32,44,23,4.0,2.0,26.0,26.0,7.0,13.0,6.0,9.0,97.0,6.0,6.0,7.0,,,63,30,37,11,0.0,10.0,13.0,38.0,2.0,7.0,9.0,14.0,66.0,2.0,2.0,5.0,,
54,Tommy Haas,Guillaume Rufin,1,1,3.0,0.0,65,48,35,13,6.0,4.0,27.0,41.0,5.0,9.0,12.0,15.0,101.0,7.0,6.0,6.0,,,61,32,39,21,2.0,2.0,16.0,33.0,1.0,4.0,14.0,23.0,78.0,6.0,1.0,3.0,,
55,Jiri Vesely,Philipp Kohlschreiber,1,0,1.0,3.0,61,59,39,25,8.0,6.0,35.0,44.0,3.0,5.0,21.0,35.0,120.0,6.0,6.0,5.0,2.0,,62,61,38,21,7.0,2.0,50.0,41.0,3.0,13.0,16.0,22.0,132.0,7.0,1.0,7.0,6.0,
56,Simone Bolelli,Yen-Hsun Lu,1,0,0.0,3.0,63,33,37,12,4.0,,18.0,27.0,1.0,1.0,5.0,8.0,57.0,4.0,4.0,1.0,,,77,32,23,9,4.0,,20.0,12.0,4.0,11.0,4.0,6.0,78.0,6.0,6.0,2.0,,
57,Bernard Tomic,Victor Hanescu,1,0,0.0,3.0,63,38,37,17,6.0,3.0,36.0,34.0,1.0,11.0,14.0,15.0,91.0,5.0,6.0,1.0,,,71,51,29,19,5.0,3.0,27.0,22.0,3.0,5.0,14.0,25.0,103.0,7.0,7.0,2.0,,
58,Alexandr Dolgopolov,Dmitry Tursunov,1,0,0.0,3.0,55,51,45,22,14.0,2.0,44.0,50.0,3.0,7.0,8.0,11.0,116.0,6.0,4.0,6.0,,,51,47,49,28,8.0,6.0,38.0,42.0,4.0,8.0,7.0,13.0,119.0,7.0,6.0,7.0,,
59,Alejandro Falla,Grigor Dimitrov,1,0,0.0,2.0,54,10,46,7,1.0,1.0,6.0,15.0,1.0,5.0,5.0,7.0,38.0,4.0,0.0,,,,59,20,41,10,2.0,1.0,14.0,16.0,2.0,2.0,6.0,7.0,48.0,6.0,1.0,,,
60,Alex Kuznetsov,Lucas Pouille,1,0,0.0,3.0,63,33,37,13,5.0,3.0,34.0,49.0,1.0,6.0,19.0,26.0,84.0,1.0,6.0,2.0,,,48,36,52,33,8.0,3.0,38.0,37.0,5.0,11.0,10.0,14.0,109.0,6.0,7.0,6.0,,
61,Ivan Dodig,Guido Pella,1,0,2.0,3.0,56,80,44,37,21.0,8.0,70.0,72.0,6.0,14.0,35.0,48.0,172.0,6.0,4.0,3.0,6.0,1.0,61,71,39,35,4.0,7.0,52.0,49.0,6.0,15.0,21.0,31.0,179.0,4.0,6.0,6.0,2.0,1.0
62,Novak Djokovic,David Goffin,1,1,3.0,0.0,69,53,31,20,5.0,0.0,26.0,31.0,3.0,11.0,13.0,21.0,114.0,7.0,6.0,7.0,,,61,46,39,25,7.0,2.0,32.0,38.0,1.0,2.0,15.0,26.0,99.0,6.0,4.0,5.0,,
63,Somdev Devvarman,Roger Federer,2,0,0.0,3.0,61,19,39,16,2.0,,12.0,14.0,0.0,3.0,3.0,14.0,52.0,2.0,1.0,1.0,,,62,30,38,18,3.0,,54.0,33.0,7.0,14.0,19.0,30.0,88.0,6.0,6.0,6.0,,
64,Julien Benneteau,Tobias Kamke,2,1,3.0,2.0,72,83,28,23,5.0,8.0,63.0,76.0,5.0,10.0,32.0,47.0,174.0,7.0,7.0,5.0,0.0,6.0,65,75,35,37,5.0,4.0,55.0,38.0,7.0,16.0,22.0,34.0,183.0,6.0,5.0,7.0,6.0,4.0
65,Jan Hajek,Sam Querrey,2,0,0.0,3.0,66,36,34,16,3.0,1.0,31.0,25.0,4.0,8.0,7.0,18.0,88.0,4.0,5.0,4.0,,,62,45,38,14,8.0,6.0,39.0,28.0,7.0,12.0,9.0,15.0,107.0,6.0,7.0,6.0,,
66,Gilles Simon,Pablo Cuevas,2,1,3.0,1.0,57,41,43,26,4.0,1.0,54.0,41.0,10.0,17.0,16.0,22.0,126.0,6.0,6.0,6.0,6.0,,56,37,44,19,2.0,4.0,23.0,39.0,2.0,5.0,8.0,14.0,89.0,7.0,1.0,1.0,1.0,
67,Nick Kyrgios,Marin Cilic,2,0,0.0,3.0,64,33,36,10,3.0,4.0,14.0,23.0,0.0,3.0,2.0,6.0,57.0,4.0,2.0,2.0,,,51,32,49,23,8.0,3.0,32.0,15.0,5.0,7.0,5.0,5.0,92.0,6.0,6.0,6.0,,
68,Daniel Gimeno-Traver,Viktor Troicki,2,0,2.0,3.0,78,84,22,15,1.0,3.0,49.0,60.0,7.0,10.0,14.0,23.0,162.0,6.0,6.0,0.0,7.0,4.0,56,61,44,35,14.0,2.0,57.0,56.0,10.0,23.0,20.0,37.0,180.0,4.0,7.0,6.0,6.0,6.0
69,Roberto Bautista Agut,Jeremy Chardy,2,0,0.0,3.0,79,42,21,8,1.0,0.0,17.0,11.0,0.0,0.0,14.0,20.0,80.0,1.0,5.0,4.0,,,64,50,36,17,11.0,4.0,59.0,41.0,4.0,8.0,21.0,28.0,101.0,6.0,7.0,6.0,,
70,Jo-Wilfried Tsonga,Jarkko Nieminen,2,1,3.0,0.0,65,44,35,19,8.0,1.0,35.0,36.0,4.0,7.0,18.0,22.0,106.0,7.0,6.0,6.0,,,61,41,39,25,1.0,2.0,24.0,35.0,1.0,1.0,21.0,29.0,83.0,6.0,4.0,3.0,,
71,Albert Montanes,David Ferrer,2,0,0.0,3.0,67,28,33,9,3.0,1.0,28.0,36.0,2.0,3.0,10.0,17.0,63.0,2.0,1.0,3.0,,,60,31,40,15,3.0,2.0,29.0,21.0,8.0,15.0,8.0,13.0,96.0,6.0,6.0,6.0,,
72,Feliciano Lopez,Joao Sousa,2,1,3.0,1.0,64,56,36,23,17.0,0.0,42.0,36.0,3.0,12.0,17.0,22.0,126.0,3.0,6.0,6.0,6.0,,66,58,34,24,10.0,3.0,31.0,41.0,1.0,3.0,11.0,18.0,112.0,6.0,3.0,4.0,4.0,
73,Evgeny Donskoy,Kevin Anderson,2,0,1.0,3.0,67,62,33,21,3.0,2.0,44.0,36.0,0.0,5.0,9.0,13.0,120.0,7.0,1.0,5.0,2.0,,68,69,32,26,14.0,3.0,58.0,37.0,5.0,11.0,14.0,19.0,148.0,6.0,6.0,7.0,6.0,
74,Milos Raonic,Michael Llodra,2,1,3.0,1.0,63,62,37,25,24.0,5.0,75.0,42.0,4.0,12.0,33.0,46.0,144.0,7.0,3.0,7.0,6.0,,61,59,39,32,14.0,4.0,44.0,26.0,2.0,7.0,28.0,56.0,127.0,5.0,6.0,6.0,2.0,
75,Edouard Roger-Vasselin,Nicolas Almagro,2,0,0.0,3.0,57,30,43,16,4.0,1.0,23.0,34.0,1.0,11.0,11.0,17.0,81.0,2.0,4.0,3.0,,,46,36,54,30,9.0,6.0,41.0,45.0,5.0,12.0,11.0,14.0,95.0,6.0,6.0,6.0,,
76,Andreas Seppi,Blaz Kavcic,2,1,3.0,2.0,57,67,43,41,14.0,2.0,63.0,40.0,6.0,18.0,24.0,39.0,176.0,6.0,7.0,6.0,4.0,6.0,63,64,37,37,7.0,5.0,46.0,40.0,3.0,9.0,19.0,32.0,157.0,0.0,6.0,7.0,6.0,3.0
77,Igor Sijsling,Tommy Robredo,2,0,2.0,3.0,52,51,48,30,9.0,4.0,64.0,53.0,3.0,6.0,37.0,50.0,132.0,7.0,6.0,3.0,1.0,1.0,62,67,38,28,12.0,4.0,52.0,29.0,8.0,14.0,8.0,16.0,157.0,6.0,4.0,6.0,6.0,6.0
78,Gael Monfils,Ernests Gulbis,2,1,3.0,1.0,64,65,36,32,8.0,4.0,29.0,33.0,7.0,11.0,10.0,19.0,139.0,6.0,6.0,7.0,6.0,,60,55,40,22,3.0,6.0,52.0,69.0,4.0,12.0,26.0,38.0,132.0,7.0,4.0,6.0,2.0,
79,Michal Przysiezny,Richard Gasquet,2,0,0.0,3.0,64,27,36,8,3.0,0.0,14.0,34.0,2.0,3.0,6.0,13.0,53.0,3.0,3.0,0.0,,,59,32,41,14,9.0,3.0,39.0,15.0,8.0,13.0,6.0,9.0,92.0,6.0,6.0,6.0,,
80,Denis Istomin,Nikolay Davydenko,2,0,0.0,3.0,68,41,32,19,3.0,0.0,19.0,41.0,1.0,1.0,13.0,22.0,80.0,4.0,5.0,2.0,,,65,41,35,18,2.0,1.0,22.0,28.0,5.0,14.0,15.0,21.0,102.0,6.0,7.0,6.0,,
81,Robin Haase,Jerzy Janowicz,2,0,1.0,3.0,68,51,32,21,1.0,0.0,23.0,28.0,3.0,10.0,17.0,34.0,115.0,4.0,6.0,4.0,3.0,,60,48,40,28,5.0,7.0,59.0,47.0,6.0,14.0,25.0,44.0,124.0,6.0,4.0,6.0,6.0,
82,Stanislas Wawrinka,Horacio Zeballos,2,1,3.0,0.0,66,52,34,18,19.0,6.0,50.0,33.0,3.0,6.0,13.0,25.0,111.0,6.0,7.0,6.0,,,62,46,38,16,4.0,3.0,25.0,26.0,0.0,8.0,17.0,24.0,90.0,2.0,6.0,4.0,,
83,Grega Zemlja,Kei Nishikori,2,0,1.0,3.0,48,39,52,24,5.0,5.0,24.0,47.0,6.0,10.0,8.0,13.0,110.0,1.0,7.0,1.0,4.0,,63,45,37,19,4.0,5.0,43.0,56.0,11.0,23.0,16.0,19.0,135.0,6.0,5.0,6.0,6.0,
84,Benoit Paire,Lukasz Kubot,2,1,3.0,0.0,57,34,43,20,9.0,3.0,54.0,35.0,7.0,16.0,15.0,22.0,102.0,7.0,6.0,6.0,,,75,46,25,8,1.0,2.0,23.0,26.0,4.0,6.0,9.0,24.0,82.0,6.0,2.0,4.0,,
85,Lukas Rosol,Fabio Fognini,2,0,1.0,3.0,57,51,43,21,8.0,3.0,37.0,51.0,2.0,6.0,17.0,33.0,105.0,2.0,6.0,6.0,1.0,,74,60,26,17,7.0,4.0,34.0,36.0,4.0,11.0,5.0,11.0,131.0,6.0,7.0,2.0,6.0,
86,Rafael Nadal,Martin Klizan,2,1,3.0,1.0,74,55,26,10,5.0,2.0,27.0,29.0,7.0,10.0,14.0,20.0,113.0,4.0,6.0,6.0,6.0,,56,30,44,25,6.0,5.0,32.0,57.0,4.0,7.0,15.0,28.0,90.0,6.0,3.0,3.0,3.0,
87,Fernando Verdasco,Janko Tipsarevic,2,0,2.0,3.0,58,77,42,40,10.0,9.0,74.0,89.0,4.0,14.0,29.0,39.0,187.0,6.0,1.0,6.0,7.0,6.0,64,82,36,38,9.0,1.0,49.0,52.0,5.0,20.0,21.0,32.0,194.0,7.0,6.0,3.0,5.0,8.0
88,Mikhail Youzhny,Federico Delbonis,2,1,3.0,1.0,69,70,31,24,5.0,4.0,44.0,45.0,6.0,15.0,19.0,32.0,152.0,6.0,6.0,7.0,6.0,,57,55,43,30,2.0,5.0,48.0,48.0,3.0,11.0,17.0,32.0,136.0,3.0,7.0,5.0,4.0,
89,Ryan Harrison,John Isner,2,0,2.0,3.0,64,88,36,32,9.0,9.0,52.0,37.0,1.0,7.0,13.0,26.0,160.0,7.0,7.0,3.0,1.0,6.0,65,81,35,37,15.0,2.0,61.0,52.0,5.0,18.0,39.0,56.0,183.0,5.0,6.0,6.0,6.0,8.0
90,Tommy Haas,Jack Sock,2,1,3.0,0.0,74,62,26,15,11.0,3.0,34.0,30.0,4.0,16.0,10.0,15.0,116.0,7.0,6.0,7.0,,,54,39,46,22,4.0,6.0,25.0,34.0,1.0,7.0,18.0,26.0,96.0,6.0,2.0,5.0,,
91,Dmitry Tursunov,Victor Hanescu,2,0,0.0,2.0,59,31,41,9,6.0,4.0,25.0,15.0,2.0,2.0,6.0,9.0,62.0,4.0,6.0,,,,67,33,33,9,6.0,0.0,24.0,10.0,3.0,5.0,5.0,6.0,66.0,6.0,6.0,,,
92,Lucas Pouille,Grigor Dimitrov,2,0,0.0,3.0,60,31,40,14,1.0,3.0,15.0,39.0,1.0,6.0,13.0,23.0,71.0,1.0,6.0,1.0,,,49,37,51,29,5.0,3.0,37.0,33.0,5.0,10.0,17.0,19.0,103.0,6.0,7.0,6.0,,
93,Novak Djokovic,Guido Pella,2,1,3.0,0.0,72,38,28,10,1.0,2.0,29.0,26.0,7.0,16.0,17.0,23.0,93.0,6.0,6.0,6.0,,,57,26,43,12,1.0,4.0,10.0,34.0,0.0,1.0,3.0,7.0,58.0,2.0,0.0,2.0,,
94,Julien Benneteau,Roger Federer,3,0,0.0,3.0,82,41,18,8,2.0,1.0,15.0,31.0,1.0,3.0,9.0,15.0,64.0,3.0,4.0,5.0,,,65,42,35,22,7.0,0.0,38.0,21.0,4.0,4.0,8.0,11.0,98.0,6.0,6.0,7.0,,
95,Gilles Simon,Sam Querrey,3,1,3.0,2.0,60,52,40,32,3.0,2.0,36.0,29.0,6.0,10.0,11.0,22.0,133.0,2.0,6.0,2.0,7.0,6.0,58,60,42,21,9.0,7.0,61.0,50.0,7.0,14.0,21.0,33.0,134.0,6.0,3.0,6.0,6.0,2.0
96,Viktor Troicki,Marin Cilic,3,1,3.0,0.0,65,61,35,20,7.0,4.0,32.0,36.0,4.0,10.0,13.0,21.0,128.0,7.0,6.0,7.0,,,59,43,41,27,6.0,4.0,34.0,56.0,2.0,9.0,20.0,29.0,115.0,6.0,4.0,5.0,,
97,Jo-Wilfried Tsonga,Jeremy Chardy,3,1,3.0,0.0,67,40,33,17,6.0,0.0,25.0,24.0,5.0,10.0,13.0,15.0,86.0,6.0,6.0,7.0,,,65,35,35,10,3.0,3.0,17.0,34.0,0.0,2.0,15.0,21.0,60.0,1.0,2.0,5.0,,
98,Feliciano Lopez,David Ferrer,3,0,0.0,3.0,63,37,37,14,5.0,3.0,21.0,41.0,3.0,5.0,18.0,28.0,80.0,1.0,5.0,4.0,,,66,41,34,17,1.0,4.0,35.0,30.0,7.0,19.0,14.0,20.0,111.0,6.0,7.0,6.0,,
99,Milos Raonic,Kevin Anderson,3,0,0.0,3.0,57,49,43,29,16.0,1.0,50.0,38.0,1.0,4.0,13.0,27.0,102.0,5.0,6.0,3.0,,,69,54,31,19,8.0,2.0,31.0,15.0,3.0,12.0,10.0,12.0,126.0,7.0,7.0,6.0,,
100,Andreas Seppi,Nicolas Almagro,3,0,0.0,3.0,51,34,49,18,6.0,2.0,32.0,37.0,1.0,5.0,5.0,8.0,74.0,6.0,0.0,4.0,,,69,50,31,12,19.0,2.0,43.0,20.0,5.0,13.0,12.0,14.0,107.0,7.0,6.0,6.0,,
101,Gael Monfils,Tommy Robredo,3,0,2.0,3.0,68,73,32,27,2.0,1.0,61.0,68.0,4.0,12.0,28.0,36.0,154.0,6.0,7.0,2.0,6.0,2.0,70,74,30,30,4.0,2.0,50.0,52.0,6.0,17.0,28.0,40.0,170.0,2.0,6.0,6.0,7.0,6.0
102,Nikolay Davydenko,Richard Gasquet,3,0,0.0,3.0,76,46,24,9,3.0,0.0,36.0,38.0,2.0,3.0,11.0,18.0,83.0,4.0,4.0,3.0,,,68,40,32,19,5.0,3.0,27.0,18.0,5.0,10.0,17.0,31.0,101.0,6.0,6.0,6.0,,
103,Stanislas Wawrinka,Jerzy Janowicz,3,1,3.0,1.0,58,54,42,31,9.0,2.0,48.0,29.0,5.0,14.0,24.0,32.0,136.0,6.0,6.0,6.0,6.0,,61,58,39,23,6.0,10.0,37.0,46.0,1.0,5.0,19.0,31.0,116.0,3.0,7.0,3.0,3.0,
104,Benoit Paire,Kei Nishikori,3,0,1.0,3.0,43,40,57,36,6.0,9.0,36.0,64.0,4.0,9.0,10.0,20.0,119.0,3.0,7.0,4.0,1.0,,63,53,37,23,1.0,5.0,27.0,34.0,8.0,19.0,14.0,27.0,137.0,6.0,6.0,6.0,6.0,
105,Rafael Nadal,Fabio Fognini,3,1,3.0,0.0,78,52,22,14,5.0,1.0,24.0,40.0,5.0,18.0,15.0,20.0,122.0,7.0,6.0,6.0,,,67,47,33,26,3.0,2.0,47.0,59.0,3.0,11.0,17.0,31.0,111.0,6.0,4.0,4.0,,
106,Mikhail Youzhny,Janko Tipsarevic,3,1,3.0,0.0,64,40,36,21,3.0,3.0,42.0,29.0,4.0,8.0,16.0,24.0,96.0,6.0,6.0,6.0,,,49,28,51,25,5.0,5.0,22.0,22.0,0.0,3.0,10.0,20.0,77.0,4.0,4.0,3.0,,
107,Tommy Haas,John Isner,3,0,2.0,3.0,63,99,37,52,15.0,9.0,85.0,43.0,3.0,23.0,14.0,23.0,224.0,7.0,7.0,4.0,6.0,1.0,78,132,22,24,27.0,0.0,92.0,58.0,2.0,13.0,52.0,80.0,213.0,5.0,6.0,6.0,7.0,8.0
108,Victor Hanescu,Philipp Kohlschreiber,3,0,0.0,3.0,73,31,27,8,1.0,5.0,21.0,24.0,1.0,14.0,9.0,22.0,71.0,0.0,6.0,1.0,,,59,43,41,20,6.0,1.0,40.0,23.0,6.0,9.0,19.0,32.0,105.0,6.0,7.0,6.0,,
109,Novak Djokovic,Grigor Dimitrov,3,1,3.0,0.0,68,39,32,13,2.0,0.0,13.0,22.0,7.0,16.0,6.0,13.0,94.0,6.0,6.0,6.0,,,69,33,31,9,0.0,2.0,18.0,48.0,1.0,5.0,8.0,12.0,61.0,2.0,2.0,3.0,,
110,Gilles Simon,Roger Federer,4,0,2.0,3.0,61,65,39,28,5.0,3.0,32.0,47.0,3.0,6.0,15.0,28.0,131.0,1.0,6.0,6.0,2.0,3.0,64,56,36,23,9.0,2.0,60.0,56.0,6.0,14.0,25.0,35.0,147.0,6.0,4.0,2.0,6.0,6.0
111,Jo-Wilfried Tsonga,Viktor Troicki,4,1,3.0,0.0,77,45,23,15,1.0,2.0,33.0,24.0,4.0,12.0,18.0,25.0,98.0,6.0,6.0,6.0,,,62,34,38,15,5.0,1.0,20.0,27.0,0.0,3.0,19.0,28.0,70.0,3.0,3.0,3.0,,
112,Kevin Anderson,David Ferrer,4,0,0.0,3.0,71,34,29,7,5.0,2.0,25.0,41.0,0.0,2.0,6.0,12.0,60.0,3.0,1.0,1.0,,,52,28,48,24,1.0,3.0,28.0,11.0,6.0,17.0,9.0,12.0,97.0,6.0,6.0,6.0,,
113,Tommy Robredo,Nicolas Almagro,4,1,3.0,2.0,63,73,37,31,8.0,2.0,42.0,39.0,7.0,20.0,23.0,27.0,169.0,6.0,3.0,6.0,6.0,6.0,63,71,37,31,7.0,1.0,69.0,67.0,6.0,13.0,19.0,30.0,165.0,7.0,6.0,4.0,4.0,4.0
114,Stanislas Wawrinka,Richard Gasquet,4,1,3.0,2.0,63,81,37,41,13.0,6.0,92.0,55.0,4.0,20.0,31.0,45.0,191.0,6.0,4.0,6.0,7.0,8.0,60,87,40,38,10.0,2.0,57.0,46.0,2.0,11.0,37.0,53.0,178.0,7.0,6.0,4.0,5.0,6.0
